candidate_id,ref_id,marferret_name,tax_id,lineage,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta
312,73,Thalassionema_nitzschioides,33649,diatom,TSA,MMETSP,2014,MMETSP0158.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29492,312_Thalassionema_nitzschioides.faa
313,74,Thalassionema_nitzschioides,33649,diatom,TSA,MMETSP,2014,MMETSP0693.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,5369,313_Thalassionema_nitzschioides.faa
314,75,Bicosoecid_sp_CB-2014,1486930,stramenopile,TSA,MMETSP,2014,MMETSP0115.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37341,314_Bicosoecid_sp_CB-2014.faa
315,76,Cafeteria_sp,2621217,stramenopile,TSA,MMETSP,2014,MMETSP1104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36562,315_Cafeteria_sp.faa
316,77,Cafeteria_roebergensis,33653,stramenopile,TSA,MMETSP,2014,MMETSP0942.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36850,316_Cafeteria_roebergensis.faa
317,78,Phaeocystis_sp_CCMP2710,1411682,haptophyte,TSA,MMETSP,2014,MMETSP1162.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36064,317_Phaeocystis_sp_CCMP2710.faa
318,79,Phaeocystis_rex,1631189,haptophyte,TSA,MMETSP,2014,MMETSP1178.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19510,318_Phaeocystis_rex.faa
319,80,Phaeocystis_antarctica,33657,haptophyte,TSA,MMETSP,2014,MMETSP1100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,74670,319_Phaeocystis_antarctica.faa
320,81,Phaeocystis_antarctica,33657,haptophyte,TSA,MMETSP,2014,MMETSP1444.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33956,320_Phaeocystis_antarctica.faa
322,82,Thalassiosira_sp,1891026,diatom,TSA,MMETSP,2014,MMETSP1059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23610,322_Thalassiosira_sp.faa
323,83,Thalassiosira_sp,1891026,diatom,TSA,MMETSP,2014,MMETSP1071.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40520,323_Thalassiosira_sp.faa
324,84,Pelagomonas_calceolata,35677,ochrophyte,TSA,MMETSP,2014,MMETSP1328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27950,324_Pelagomonas_calceolata.faa
325,85,Pelagomonas_calceolata,35677,ochrophyte,TSA,MMETSP,2014,MMETSP0886.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24751,325_Pelagomonas_calceolata.faa
326,86,Pelagomonas_calceolata,35677,ochrophyte,TSA,MMETSP,2014,MMETSP0887.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27554,326_Pelagomonas_calceolata.faa
327,87,Pelagomonas_calceolata,35677,ochrophyte,TSA,MMETSP,2014,MMETSP0888.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31222,327_Pelagomonas_calceolata.faa
328,88,Pelagomonas_calceolata,35677,ochrophyte,TSA,MMETSP,2014,MMETSP0889.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27012,328_Pelagomonas_calceolata.faa
329,89,Pelagococcus_subviridis,35679,ochrophyte,TSA,MMETSP,2014,MMETSP0882.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44084,329_Pelagococcus_subviridis.faa
330,90,Pelagococcus_subviridis,35679,ochrophyte,TSA,MMETSP,2014,MMETSP0883.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40811,330_Pelagococcus_subviridis.faa
331,91,Pelagococcus_subviridis,35679,ochrophyte,TSA,MMETSP,2014,MMETSP0884.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41903,331_Pelagococcus_subviridis.faa
332,92,Pelagococcus_subviridis,35679,ochrophyte,TSA,MMETSP,2014,MMETSP0885.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44427,332_Pelagococcus_subviridis.faa
333,93,Pseudopedinella_elastica,35684,ochrophyte,TSA,MMETSP,2014,MMETSP1068.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,59281,333_Pseudopedinella_elastica.faa
335,94,Dictyocha_speculum,35687,ochrophyte,TSA,MMETSP,2014,MMETSP1174.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45298,335_Dictyocha_speculum.faa
338,95,Paraphysomonas_bandaiensis,89770,ochrophyte,TSA,MMETSP,2014,MMETSP1103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22357,338_Paraphysomonas_bandaiensis.faa
339,96,Paraphysomonas_vestita,36770,ochrophyte,TSA,MMETSP,2014,MMETSP1107.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21284,339_Paraphysomonas_vestita.faa
340,97,Pyramimonas_obovata,1411642,chlorophyte,TSA,MMETSP,2014,MMETSP1169.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31781,340_Pyramimonas_obovata.faa
341,98,Polyblepharides_amylifera,1486889,chlorophyte,TSA,MMETSP,2014,MMETSP1081.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29270,341_Polyblepharides_amylifera.faa
342,99,Pyramimonas_parkeae,36894,chlorophyte,TSA,MMETSP,2014,MMETSP0059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35059,342_Pyramimonas_parkeae.faa
343,100,Pyramimonas_sp,36898,chlorophyte,TSA,MMETSP,2014,MMETSP1445.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29121,343_Pyramimonas_sp.faa
344,101,Isochrysis_sp,40639,haptophyte,TSA,MMETSP,2014,MMETSP1090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42228,344_Isochrysis_sp.faa
345,102,Isochrysis_sp,40639,haptophyte,TSA,MMETSP,2014,MMETSP1388.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63175,345_Isochrysis_sp.faa
346,103,Isochrysis_galbana,37099,haptophyte,TSA,MMETSP,2014,MMETSP0595.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33127,346_Isochrysis_galbana.faa
347,104,Isochrysis_galbana,37099,haptophyte,TSA,MMETSP,2014,MMETSP0943.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37974,347_Isochrysis_galbana.faa
349,105,Pseudo-nitzschia_pungens_cingulata,2202556,diatom,TSA,MMETSP,2014,MMETSP1060.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32212,349_Pseudo-nitzschia_pungens_cingulata.faa
350,106,Pseudo-nitzschia_pungens_pungens,1001703,diatom,TSA,MMETSP,2014,MMETSP1061.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33990,350_Pseudo-nitzschia_pungens_pungens.faa
351,107,Rosalina_sp,2695917,rhizaria,TSA,MMETSP,2014,MMETSP0190.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,55485,351_Rosalina_sp.faa
352,108,Paraphysomonas_imperforata,37642,ochrophyte,TSA,MMETSP,2014,MMETSP0103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34676,352_Paraphysomonas_imperforata.faa
353,109,Paraphysomonas_imperforata,37642,ochrophyte,TSA,MMETSP,2014,MMETSP0104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26988,353_Paraphysomonas_imperforata.faa
354,110,Gloeochaete_witrockiana,38269,glaucophyte,TSA,MMETSP,2014,MMETSP0308.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31871,354_Gloeochaete_witrockiana.faa
355,111,Gloeochaete_wittrockiana,38269,glaucophyte,TSA,MMETSP,2014,MMETSP1089.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41077,355_Gloeochaete_wittrockiana.faa
356,112,Rhodella_violacea,2801,rhodophyte,TSA,MMETSP,2014,MMETSP0167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26464,356_Rhodella_violacea.faa
357,113,Rhodella_violacea,2801,rhodophyte,TSA,MMETSP,2014,MMETSP0314.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23969,357_Rhodella_violacea.faa
358,114,Gephyrocapsa_oceanica,38817,haptophyte,TSA,MMETSP,2014,MMETSP1363.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56465,358_Gephyrocapsa_oceanica.faa
359,115,Gephyrocapsa_oceanica,38817,haptophyte,TSA,MMETSP,2014,MMETSP1364.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,53969,359_Gephyrocapsa_oceanica.faa
360,116,Gephyrocapsa_oceanica,38817,haptophyte,TSA,MMETSP,2014,MMETSP1365.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60491,360_Gephyrocapsa_oceanica.faa
361,117,Gephyrocapsa_oceanica,38817,haptophyte,TSA,MMETSP,2014,MMETSP1366.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,64591,361_Gephyrocapsa_oceanica.faa
362,118,Pteridomonas_danica,38822,ochrophyte,TSA,MMETSP,2014,MMETSP0101.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42231,362_Pteridomonas_danica.faa
363,119,Pteridomonas_danica,38822,ochrophyte,TSA,MMETSP,2014,MMETSP0102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28840,363_Pteridomonas_danica.faa
365,120,Micromonas_pusilla,38833,chlorophyte,TSA,MMETSP,2014,MMETSP1327.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20528,365_Micromonas_pusilla.faa
366,121,Micromonas_sp_CCMP1646,1659424,chlorophyte,TSA,MMETSP,2014,MMETSP1080.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27917,366_Micromonas_sp_CCMP1646.faa
367,122,Micromonas_sp,2509521,chlorophyte,TSA,MMETSP,2014,MMETSP1082.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21869,367_Micromonas_sp.faa
368,123,Micromonas_sp,2509521,chlorophyte,TSA,MMETSP,2014,MMETSP1084.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24433,368_Micromonas_sp.faa
369,124,Micromonas_sp,2509521,chlorophyte,TSA,MMETSP,2014,MMETSP1386.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21899,369_Micromonas_sp.faa
370,125,Micromonas_sp,2509521,chlorophyte,TSA,MMETSP,2014,MMETSP1387.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24941,370_Micromonas_sp.faa
372,126,Micromonas_sp_CS222,1659427,chlorophyte,TSA,MMETSP,2014,MMETSP1393.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17394,372_Micromonas_sp_CS222.faa
373,127,Micromonas_sp,2509521,chlorophyte,TSA,MMETSP,2014,MMETSP1400.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26030,373_Micromonas_sp.faa
374,128,Micromonas_pusilla,38833,chlorophyte,TSA,MMETSP,2014,MMETSP1401.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26894,374_Micromonas_pusilla.faa
375,129,Micromonas_pusilla,38833,chlorophyte,TSA,MMETSP,2014,MMETSP1402.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23564,375_Micromonas_pusilla.faa
376,130,Micromonas_pusilla,38833,chlorophyte,TSA,MMETSP,2014,MMETSP1403.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25554,376_Micromonas_pusilla.faa
377,131,Micromonas_pusilla,38833,chlorophyte,TSA,MMETSP,2014,MMETSP1404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24716,377_Micromonas_pusilla.faa
378,132,Heterosigma_akashiwo,2829,Viridiplantae,TSA,MMETSP,2014,MMETSP0292.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31904,378_Heterosigma_akashiwo.faa
379,133,Heterosigma_akashiwo,2829,Viridiplantae,TSA,MMETSP,2014,MMETSP0294.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39032,379_Heterosigma_akashiwo.faa
380,134,Heterosigma_akashiwo,2829,Viridiplantae,TSA,MMETSP,2014,MMETSP0295.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32055,380_Heterosigma_akashiwo.faa
381,135,Heterosigma_akashiwo,2829,Viridiplantae,TSA,MMETSP,2014,MMETSP0296.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30489,381_Heterosigma_akashiwo.faa
382,136,Gymnodinium_catenatum_GC744,1203019,dinoflagellate,TSA,MMETSP,2014,MMETSP0784.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,120607,382_Gymnodinium_catenatum_GC744.faa
384,137,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0267.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,106138,384_Prorocentrum_minimum.faa
385,138,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0268.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54977,385_Prorocentrum_minimum.faa
386,139,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0269.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,111804,386_Prorocentrum_minimum.faa
387,140,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0053.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,105381,387_Prorocentrum_minimum.faa
388,141,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0055.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,94801,388_Prorocentrum_minimum.faa
389,142,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0056.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,113621,389_Prorocentrum_minimum.faa
390,143,Prorocentrum_minimum,39449,dinoflagellate,TSA,MMETSP,2014,MMETSP0057.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,117770,390_Prorocentrum_minimum.faa
391,144,Alexandrium_minutum,39455,dinoflagellate,TSA,MMETSP,2014,MMETSP0328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47716,391_Alexandrium_minutum.faa
393,145,Isochrysis_sp,40639,haptophyte,TSA,MMETSP,2014,MMETSP1129.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,393_Isochrysis_sp.faa
396,146,Isochrysis_sp,40639,haptophyte,TSA,MMETSP,2014,MMETSP1132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29285,396_Isochrysis_sp.faa
397,147,Bathycoccus_prasinos,41875,chlorophyte,TSA,MMETSP,2014,MMETSP1399.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,12087,397_Bathycoccus_prasinos.faa
398,148,Bathycoccus_prasinos,41875,chlorophyte,TSA,MMETSP,2014,MMETSP1460.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13792,398_Bathycoccus_prasinos.faa
399,149,Chloropicon_roscoffensis,1461544,chlorophyte,TSA,MMETSP,2014,MMETSP1085.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15925,399_Chloropicon_roscoffensis.faa
400,150,Pycnococcus_provasolii,41880,chlorophyte,TSA,MMETSP,2014,MMETSP1316.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17207,400_Pycnococcus_provasolii.faa
401,151,Pycnococcus_provasolii,41880,chlorophyte,TSA,MMETSP,2014,MMETSP1471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,13341,401_Pycnococcus_provasolii.faa
402,152,Pycnococcus_provasolii,41880,chlorophyte,TSA,MMETSP,2014,MMETSP1459.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15573,402_Pycnococcus_provasolii.faa
403,153,Pycnococcus_provasolii,41880,chlorophyte,TSA,MMETSP,2014,MMETSP1472.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11335,403_Pycnococcus_provasolii.faa
404,154,Pelagodinium_beii,43686,dinoflagellate,TSA,MMETSP,2014,MMETSP1338.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,87914,404_Pelagodinium_beii.faa
405,155,Aureococcus_anophagefferens,44056,ochrophyte,TSA,MMETSP,2014,MMETSP0914.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54499,405_Aureococcus_anophagefferens.faa
406,156,Aureococcus_anophagefferens,44056,ochrophyte,TSA,MMETSP,2014,MMETSP0915.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45854,406_Aureococcus_anophagefferens.faa
407,157,Aureococcus_anophagefferens,44056,ochrophyte,TSA,MMETSP,2014,MMETSP0916.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45488,407_Aureococcus_anophagefferens.faa
408,158,Aureococcus_anophagefferens,44056,ochrophyte,TSA,MMETSP,2014,MMETSP0917.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45638,408_Aureococcus_anophagefferens.faa
409,159,Aureoumbra_lagunensis,44058,ochrophyte,TSA,MMETSP,2014,MMETSP0890.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20169,409_Aureoumbra_lagunensis.faa
411,160,Aureoumbra_lagunensis,44058,ochrophyte,TSA,MMETSP,2014,MMETSP0892.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20059,411_Aureoumbra_lagunensis.faa
412,161,Aureoumbra_lagunensis,44058,ochrophyte,TSA,MMETSP,2014,MMETSP0893.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21606,412_Aureoumbra_lagunensis.faa
413,162,Chattonella_subsalsa,44440,ochrophyte,TSA,MMETSP,2014,MMETSP0947.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32547,413_Chattonella_subsalsa.faa
414,163,Chattonella_subsalsa,44440,ochrophyte,TSA,MMETSP,2014,MMETSP0948.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30948,414_Chattonella_subsalsa.faa
415,164,Chattonella_subsalsa,44440,ochrophyte,TSA,MMETSP,2014,MMETSP0949.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30297,415_Chattonella_subsalsa.faa
416,165,Chattonella_subsalsa,44440,ochrophyte,TSA,MMETSP,2014,MMETSP0950.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32690,416_Chattonella_subsalsa.faa
417,166,Pseudo-nitzschia_australis,44445,diatom,TSA,MMETSP,2014,MMETSP0139.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26497,417_Pseudo-nitzschia_australis.faa
418,167,Pseudo-nitzschia_australis,44445,diatom,TSA,MMETSP,2014,MMETSP0140.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26626,418_Pseudo-nitzschia_australis.faa
419,168,Pseudo-nitzschia_australis,44445,diatom,TSA,MMETSP,2014,MMETSP0141.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25819,419_Pseudo-nitzschia_australis.faa
420,169,Pseudo-nitzschia_australis,44445,diatom,TSA,MMETSP,2014,MMETSP0142.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26086,420_Pseudo-nitzschia_australis.faa
422,170,Pseudo-nitzschia_delicatissima,44447,diatom,TSA,MMETSP,2014,MMETSP1432.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21199,422_Pseudo-nitzschia_delicatissima.faa
423,171,Pavlova_gyrans,44452,haptophyte,TSA,MMETSP,2014,MMETSP1466.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28477,423_Pavlova_gyrans.faa
424,172,Chloropicon_primus,1764295,chlorophyte,TSA,MMETSP,2014,MMETSP1469.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18419,424_Chloropicon_primus.faa
427,173,Geminigera_sp,2864123,cryptophyte,TSA,MMETSP,2014,MMETSP1102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,64266,427_Geminigera_sp.faa
428,174,Geminigera_cryophila_CCMP2564,1202989,cryptophyte,TSA,MMETSP,2014,MMETSP0799.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,72274,428_Geminigera_cryophila_CCMP2564.faa
430,175,Dinophysis_acuminata,47934,dinoflagellate,TSA,MMETSP,2014,MMETSP0797.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,130982,430_Dinophysis_acuminata.faa
431,176,Chaetoceros_sp_UNC1202,1537840,diatom,TSA,MMETSP,2014,MMETSP1429.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19097,431_Chaetoceros_sp_UNC1202.faa
432,177,Ditylum_brightwellii,49249,diatom,TSA,MMETSP,2014,MMETSP1062.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34845,432_Ditylum_brightwellii.faa
433,178,Ditylum_brightwellii,49249,diatom,TSA,MMETSP,2014,MMETSP1063.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33605,433_Ditylum_brightwellii.faa
434,179,Ditylum_brightwellii,49249,diatom,TSA,MMETSP,2014,MMETSP0998.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32307,434_Ditylum_brightwellii.faa
435,180,Ditylum_brightwellii,49249,diatom,TSA,MMETSP,2014,MMETSP1001.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27815,435_Ditylum_brightwellii.faa
437,181,Ditylum_brightwellii,49249,diatom,TSA,MMETSP,2014,MMETSP1005.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21238,437_Ditylum_brightwellii.faa
438,182,Ditylum_brightwellii,49249,diatom,TSA,MMETSP,2014,MMETSP1010.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29476,438_Ditylum_brightwellii.faa
441,183,Eucampia_antarctica,49252,diatom,TSA,MMETSP,2014,MMETSP1437.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20767,441_Eucampia_antarctica.faa
443,184,Thalassiosira_rotula,49265,diatom,TSA,MMETSP,2014,MMETSP0404.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39612,443_Thalassiosira_rotula.faa
444,185,Thalassiosira_rotula,49265,diatom,TSA,MMETSP,2014,MMETSP0910.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33479,444_Thalassiosira_rotula.faa
445,186,Thalassiosira_rotula,49265,diatom,TSA,MMETSP,2014,MMETSP0911.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22508,445_Thalassiosira_rotula.faa
447,187,Thalassiosira_rotula,49265,diatom,TSA,MMETSP,2014,MMETSP0913.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18502,447_Thalassiosira_rotula.faa
449,188,Polytomella_parva,51329,chlorophyte,TSA,MMETSP,2014,MMETSP0052.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28769,449_Polytomella_parva.faa
450,189,Rhodomonas_salina,52970,cryptophyte,TSA,MMETSP,2014,MMETSP1047.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,55466,450_Rhodomonas_salina.faa
452,190,Tetraselmis_chuii,63592,chlorophyte,TSA,MMETSP,2014,MMETSP0491.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30910,452_Tetraselmis_chuii.faa
453,191,Percolomonas_cosmopolitus,63605,other,TSA,MMETSP,2014,MMETSP0758.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14173,453_Percolomonas_cosmopolitus.faa
454,192,Percolomonas_cosmopolitus,63605,other,TSA,MMETSP,2014,MMETSP0759.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16375,454_Percolomonas_cosmopolitus.faa
455,193,Heterocapsa_triquestra,66468,dinoflagellate,TSA,MMETSP,2014,MMETSP0448.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,94244,455_Heterocapsa_triquestra.faa
456,194,Gonyaulax_spinifera,66791,dinoflagellate,TSA,MMETSP,2014,MMETSP1439.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,65109,456_Gonyaulax_spinifera.faa
457,195,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0878.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32264,457_Conticribra_weissflogii.faa
458,196,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0879.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32548,458_Conticribra_weissflogii.faa
459,197,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0880.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31731,459_Conticribra_weissflogii.faa
460,198,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0881.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32432,460_Conticribra_weissflogii.faa
461,199,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0898.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33704,461_Conticribra_weissflogii.faa
462,200,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0899.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33780,462_Conticribra_weissflogii.faa
463,201,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0900.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34319,463_Conticribra_weissflogii.faa
464,202,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP0901.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32004,464_Conticribra_weissflogii.faa
465,203,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1405.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33350,465_Conticribra_weissflogii.faa
466,204,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1406.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32096,466_Conticribra_weissflogii.faa
467,205,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1407.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33595,467_Conticribra_weissflogii.faa
468,206,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1408.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32395,468_Conticribra_weissflogii.faa
469,207,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1409.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32214,469_Conticribra_weissflogii.faa
470,208,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1410.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33541,470_Conticribra_weissflogii.faa
471,209,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1411.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32835,471_Conticribra_weissflogii.faa
473,210,Conticribra_weissflogii,1577725,diatom,TSA,MMETSP,2014,MMETSP1413.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31330,473_Conticribra_weissflogii.faa
