ref_id,marferret_name,tax_id,lineage.v1,data_type,data_source,pub_year,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file,source_name,addnl_id,source_reference,source_link,source_filename
484,Scrippsiella_trochoidea,71861,dinoflagellate,TSA,MMETSP,2014,MMETSP0271.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,143259,MMETSP0271.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,143259,MMETSP0271.pep.PFAM34.0.domtblout.tab,Scrippsiella trochoidea CCMP3099,MMETSP0271,"Keeling et al., 2014",,
485,Scrippsiella_trochoidea,71861,dinoflagellate,TSA,MMETSP,2014,MMETSP0272.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,138157,MMETSP0272.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,138157,MMETSP0272.pep.PFAM34.0.domtblout.tab,Scrippsiella trochoidea CCMP3099,MMETSP0272,"Keeling et al., 2014",,
486,Prymnesium_polylepis,72548,haptophyte,TSA,MMETSP,2014,MMETSP0286.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32425,MMETSP0286.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32425,MMETSP0286.pep.PFAM34.0.domtblout.tab,Chrysochromulina polylepis UIO037,MMETSP0286,"Keeling et al., 2014",,
487,Prymnesium_polylepis,72548,haptophyte,TSA,MMETSP,2014,MMETSP0143.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,97753,MMETSP0143.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,97753,MMETSP0143.pep.PFAM34.0.domtblout.tab,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0143,"Keeling et al., 2014",,
488,Prymnesium_polylepis,72548,haptophyte,TSA,MMETSP,2014,MMETSP0145.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60131,MMETSP0145.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60131,MMETSP0145.pep.PFAM34.0.domtblout.tab,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0145,"Keeling et al., 2014",,
489,Prymnesium_polylepis,72548,haptophyte,TSA,MMETSP,2014,MMETSP0146.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,70332,MMETSP0146.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,70332,MMETSP0146.pep.PFAM34.0.domtblout.tab,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0146,"Keeling et al., 2014",,
490,Prymnesium_polylepis,72548,haptophyte,TSA,MMETSP,2014,MMETSP0147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,68044,MMETSP0147.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,68044,MMETSP0147.pep.PFAM34.0.domtblout.tab,"Chrysochromulina polylepis, Strain CCMP1757",MMETSP0147,"Keeling et al., 2014",,
491,Eutreptiella_gymnastica,73025,other,TSA,MMETSP,2014,MMETSP0039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,81497,MMETSP0039.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,81497,MMETSP0039.pep.PFAM34.0.domtblout.tab,Eutreptiella gymnastica NIES-381,MMETSP0039,"Keeling et al., 2014",,
492,Eutreptiella_gymnastica_sp_CCMP1594,1867818,other,TSA,MMETSP,2014,MMETSP0809.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32299,MMETSP0809.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32299,MMETSP0809.pep.PFAM34.0.domtblout.tab,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0809,"Keeling et al., 2014",,
493,Eutreptiella_gymnastica_sp_CCMP1594,1867818,other,TSA,MMETSP,2014,MMETSP0810.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40235,MMETSP0810.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,40235,MMETSP0810.pep.PFAM34.0.domtblout.tab,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0810,"Keeling et al., 2014",,
494,Eutreptiella_gymnastica_sp_CCMP1594,1867818,other,TSA,MMETSP,2014,MMETSP0811.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,46464,MMETSP0811.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,46464,MMETSP0811.pep.PFAM34.0.domtblout.tab,"Eutreptiella gymnastica-like, Strain CCMP1594",MMETSP0811,"Keeling et al., 2014",,
495,Pyrodinium_bahamense,73915,dinoflagellate,TSA,MMETSP,2014,MMETSP0796.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,144894,MMETSP0796.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,144894,MMETSP0796.pep.PFAM34.0.domtblout.tab,"Pyrodinium bahamense, Strain pbaha01",MMETSP0796,"Keeling et al., 2014",,
496,Cyanoptyche_gloeocystis,77922,glaucophyte,TSA,MMETSP,2014,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16274,MMETSP1086.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16274,MMETSP1086.pep.PFAM34.0.domtblout.tab,"Cyanoptyche gloeocystis , Strain SAG4.97",MMETSP1086,"Keeling et al., 2014",,
497,Hemiselmis_rufescens,77926,cryptophyte,TSA,MMETSP,2014,MMETSP1357.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49896,MMETSP1357.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49896,MMETSP1357.pep.PFAM34.0.domtblout.tab,"Hemiselmis rufescens, Strain PCC563",MMETSP1357,"Keeling et al., 2014",,
498,Hemiselmis_virescens,77927,cryptophyte,TSA,MMETSP,2014,MMETSP1356.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33505,MMETSP1356.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33505,MMETSP1356.pep.PFAM34.0.domtblout.tab,"Hemiselmis virescens, Strain PCC157",MMETSP1356,"Keeling et al., 2014",,
499,Proteomonas_sulcata,77928,cryptophyte,TSA,MMETSP,2014,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41238,MMETSP1049.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41238,MMETSP1049.pep.PFAM34.0.domtblout.tab,"Proteomonas sulcata, Strain CCMP704",MMETSP1049,"Keeling et al., 2014",,
500,Acanthoeca_sp,2618734,choanoflagellate,TSA,MMETSP,2014,MMETSP0105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37051,MMETSP0105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37051,MMETSP0105.pep.PFAM34.0.domtblout.tab,"Acanthoeca-like sp., Strain 10tr",MMETSP0105,"Keeling et al., 2014",,
501,Acanthoeca_sp,2618734,choanoflagellate,TSA,MMETSP,2014,MMETSP0106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,38133,MMETSP0106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,38133,MMETSP0106.pep.PFAM34.0.domtblout.tab,"Acanthoeca-like sp., Strain 10tr",MMETSP0106,"Keeling et al., 2014",,
502,Mantoniella_antarctica,81844,chlorophyte,TSA,MMETSP,2014,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34278,MMETSP1106.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34278,MMETSP1106.pep.PFAM34.0.domtblout.tab,"Mantoniella antarctica, Strain SL-175",MMETSP1106,"Keeling et al., 2014",,
503,Detonula_confervacea,83371,diatom,TSA,MMETSP,2014,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31435,MMETSP1058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31435,MMETSP1058.pep.PFAM34.0.domtblout.tab,Detonula confervacea,MMETSP1058,"Keeling et al., 2014",,
504,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,TSA,MMETSP,2014,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18547,MMETSP0958.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18547,MMETSP0958.pep.PFAM34.0.domtblout.tab,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0958,"Keeling et al., 2014",,
505,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,TSA,MMETSP,2014,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18996,MMETSP0959.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18996,MMETSP0959.pep.PFAM34.0.domtblout.tab,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0959,"Keeling et al., 2014",,
506,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,TSA,MMETSP,2014,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18108,MMETSP0960.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18108,MMETSP0960.pep.PFAM34.0.domtblout.tab,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0960,"Keeling et al., 2014",,
507,Aurantiochytrium_limacinum_ATCC_MYA-1381,717989,fungus,TSA,MMETSP,2014,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18450,MMETSP0961.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18450,MMETSP0961.pep.PFAM34.0.domtblout.tab,"Aurantiochytrium limacinum, Strain ATCCMYA-1381",MMETSP0961,"Keeling et al., 2014",,
508,Picocystis_salinarum,88271,chlorophyte,TSA,MMETSP,2014,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14186,MMETSP1159.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,14186,MMETSP1159.pep.PFAM34.0.domtblout.tab,Picocystis salinarum,MMETSP1159,"Keeling et al., 2014",,
509,Picocystis_salinarum,88271,chlorophyte,TSA,MMETSP,2014,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25647,MMETSP0807.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25647,MMETSP0807.pep.PFAM34.0.domtblout.tab,"Picocystis salinarum, Strain CCMP1897",MMETSP0807,"Keeling et al., 2014",,
510,Amoebophrya_sp,88552,dinoflagellate,TSA,MMETSP,2014,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25502,MMETSP0795.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25502,MMETSP0795.pep.PFAM34.0.domtblout.tab,"Amoebophrya sp., Strain Ameob2",MMETSP0795,"Keeling et al., 2014",,
511,Spumella_elongata,89044,ochrophyte,TSA,MMETSP,2014,MMETSP1098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49133,MMETSP1098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49133,MMETSP1098.pep.PFAM34.0.domtblout.tab,"Spumella elongata, Strain CCAP 955/1",MMETSP1098,"Keeling et al., 2014",,
512,Polarella_glacialis,89957,dinoflagellate,TSA,MMETSP,2014,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,78466,MMETSP0227.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,78466,MMETSP0227.pep.PFAM34.0.domtblout.tab,Polarella glacialis CCMP 1383,MMETSP0227,"Keeling et al., 2014",,
513,Polarella_glacialis,89957,dinoflagellate,TSA,MMETSP,2014,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54373,MMETSP1440.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,54373,MMETSP1440.pep.PFAM34.0.domtblout.tab,"Polarella glacialis, Strain CCMP2088",MMETSP1440,"Keeling et al., 2014",,
514,Heterocapsa_rotundata,89963,dinoflagellate,TSA,MMETSP,2014,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,83530,MMETSP0503.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,83530,MMETSP0503.pep.PFAM34.0.domtblout.tab,"Heterocapsa rotundata, Strain SCCAP K-0483",MMETSP0503,"Keeling et al., 2014",,
515,Lotharella_globosa,91324,cercozoan,TSA,MMETSP,2014,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35356,MMETSP0041.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35356,MMETSP0041.pep.PFAM34.0.domtblout.tab,Lotharella globosa LEX01,MMETSP0041,"Keeling et al., 2014",,
516,Lotharella_globosa,91324,cercozoan,TSA,MMETSP,2014,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32383,MMETSP0111.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32383,MMETSP0111.pep.PFAM34.0.domtblout.tab,"Lotharella globosa, Strain CCCM811",MMETSP0111,"Keeling et al., 2014",,
517,Lotharella_globosa,91324,cercozoan,TSA,MMETSP,2014,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18986,MMETSP0112.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18986,MMETSP0112.pep.PFAM34.0.domtblout.tab,"Lotharella globosa, Strain CCCM811",MMETSP0112,"Keeling et al., 2014",,
518,Norrisiella_sphaerica,552664,cercozoan,TSA,MMETSP,2014,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23741,MMETSP0113.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23741,MMETSP0113.pep.PFAM34.0.domtblout.tab,"Norrisiella sphaerica, Strain BC52",MMETSP0113,"Keeling et al., 2014",,
519,Bolidomonas_sp_RCC2347,1606585,ochrophyte,TSA,MMETSP,2014,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24455,MMETSP1320.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24455,MMETSP1320.pep.PFAM34.0.domtblout.tab,"Bolidomonas sp., Strain RCC2347",MMETSP1320,"Keeling et al., 2014",,
520,Bolidomonas_sp_RCC1657,1411661,ochrophyte,TSA,MMETSP,2014,MMETSP1321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26354,MMETSP1321.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26354,MMETSP1321.pep.PFAM34.0.domtblout.tab,"Bolidomonas sp., Strain RCC1657",MMETSP1321,"Keeling et al., 2014",,
521,Triparma_pacifica,91992,ochrophyte,TSA,MMETSP,2014,MMETSP0785.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23355,MMETSP0785.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23355,MMETSP0785.pep.PFAM34.0.domtblout.tab,Bolidomonas pacifica CCMP 1866,MMETSP0785,"Keeling et al., 2014",,
522,Fibrocapsa_japonica,94617,ochrophyte,TSA,MMETSP,2014,MMETSP1339.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16937,MMETSP1339.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16937,MMETSP1339.pep.PFAM34.0.domtblout.tab,Fibrocapsa japonica CCMP1661,MMETSP1339,"Keeling et al., 2014",,
523,Vannella_sp,1973054,amoebozoa,TSA,MMETSP,2014,MMETSP0168.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37165,MMETSP0168.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37165,MMETSP0168.pep.PFAM34.0.domtblout.tab,Vannella n. sp. DIVA3 517/6/12,MMETSP0168,"Keeling et al., 2014",,
524,Vannella_robusta,1487602,amoebozoa,TSA,MMETSP,2014,MMETSP0166.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22573,MMETSP0166.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22573,MMETSP0166.pep.PFAM34.0.domtblout.tab,"Vannella robusta, Strain DIVA3 518/3/11/1/6",MMETSP0166,"Keeling et al., 2014",,
525,unclassified_Labyrinthulomycetes_QPX,96639,stramenopile,TSA,MMETSP,2014,MMETSP0098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35445,MMETSP0098.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35445,MMETSP0098.pep.PFAM34.0.domtblout.tab,"labyrinthulid quahog parasite QPX, Strain NY0313808BC1",MMETSP0098,"Keeling et al., 2014",,
526,unclassified_Labyrinthulomycetes_QPX,96639,stramenopile,TSA,MMETSP,2014,MMETSP0099.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15028,MMETSP0099.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15028,MMETSP0099.pep.PFAM34.0.domtblout.tab,"labyrinthulid quahog parasite QPX, Strain NY0313808BC1",MMETSP0099,"Keeling et al., 2014",,
527,unclassified_Labyrinthulomycetes_QPX,96639,stramenopile,TSA,MMETSP,2014,MMETSP0100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18350,MMETSP0100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18350,MMETSP0100.pep.PFAM34.0.domtblout.tab,"labyrinthulid quahog parasite QPX, Strain NY0313808BC1",MMETSP0100,"Keeling et al., 2014",,
528,unclassified_Labyrinthulomycetes_QPX,96639,stramenopile,TSA,MMETSP,2014,MMETSP1433.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27100,MMETSP1433.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27100,MMETSP1433.pep.PFAM34.0.domtblout.tab,"Undescribed Undescribed, Strain NY07348D",MMETSP1433,"Keeling et al., 2014",,
529,Chromulina_nebulosa,96789,ochrophyte,TSA,MMETSP,2014,MMETSP1095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20826,MMETSP1095.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20826,MMETSP1095.pep.PFAM34.0.domtblout.tab,"Chromulina nebulosa, Strain UTEXLB2642",MMETSP1095,"Keeling et al., 2014",,
530,Prymnesium_parvum,97485,haptophyte,TSA,MMETSP,2014,MMETSP0008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,48161,MMETSP0008.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,48161,MMETSP0008.pep.PFAM34.0.domtblout.tab,Prymnesium parvum Texoma1,MMETSP0008,"Keeling et al., 2014",,
531,Prymnesium_parvum,97485,haptophyte,TSA,MMETSP,2014,MMETSP0006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42659,MMETSP0006.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42659,MMETSP0006.pep.PFAM34.0.domtblout.tab,"Prymnesium parvum, Strain Texoma1",MMETSP0006,"Keeling et al., 2014",,
532,Prymnesium_parvum,97485,haptophyte,TSA,MMETSP,2014,MMETSP0007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17585,MMETSP0007.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17585,MMETSP0007.pep.PFAM34.0.domtblout.tab,"Prymnesium parvum, Strain Texoma1",MMETSP0007,"Keeling et al., 2014",,
533,Prymnesium_parvum,97485,haptophyte,TSA,MMETSP,2014,MMETSP0814.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27070,MMETSP0814.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27070,MMETSP0814.pep.PFAM34.0.domtblout.tab,"Prymnesium parvum, Strain Texoma1",MMETSP0814,"Keeling et al., 2014",,
534,Prymnesium_parvum,97485,haptophyte,TSA,MMETSP,2014,MMETSP0815.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47716,MMETSP0815.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,47716,MMETSP0815.pep.PFAM34.0.domtblout.tab,"Prymnesium parvum, Strain Texoma1",MMETSP0815,"Keeling et al., 2014",,
535,Prymnesium_parvum,97485,haptophyte,TSA,MMETSP,2014,MMETSP1083.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41713,MMETSP1083.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41713,MMETSP1083.pep.PFAM34.0.domtblout.tab,"Prymnesium parvum, Strain Texoma1",MMETSP1083,"Keeling et al., 2014",,
536,Dicrateria_rotunda,2703868,haptophyte,TSA,MMETSP,2014,MMETSP1474.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34763,MMETSP1474.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34763,MMETSP1474.pep.PFAM34.0.domtblout.tab,"Imantonia sp., Strain RCC918",MMETSP1474,"Keeling et al., 2014",,
537,Dinobryon_sp,1955563,ochrophyte,TSA,MMETSP,2014,MMETSP0019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28227,MMETSP0019.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28227,MMETSP0019.pep.PFAM34.0.domtblout.tab,"Dinobryon sp., Strain UTEXLB2267",MMETSP0019,"Keeling et al., 2014",,
538,Dinobryon_sp,1955563,ochrophyte,TSA,MMETSP,2014,MMETSP0020.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28307,MMETSP0020.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28307,MMETSP0020.pep.PFAM34.0.domtblout.tab,"Dinobryon sp., Strain UTEXLB2267",MMETSP0020,"Keeling et al., 2014",,
539,Dinobryon_sp,1955563,ochrophyte,TSA,MMETSP,2014,MMETSP0812.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25317,MMETSP0812.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25317,MMETSP0812.pep.PFAM34.0.domtblout.tab,"Dinobryon sp., Strain UTEXLB2267",MMETSP0812,"Keeling et al., 2014",,
540,unclassified_eukaryote,100272,other,TSA,MMETSP,2014,MMETSP1475.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,15731,MMETSP1475.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,15731,MMETSP1475.pep.PFAM34.0.domtblout.tab,"Unidentified sp., Strain CCMP1999",MMETSP1475,"Keeling et al., 2014",,
541,Rhodosorus_marinus,101924,rhodophyte,TSA,MMETSP,2014,MMETSP0011.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,81768,MMETSP0011.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,81768,MMETSP0011.pep.PFAM34.0.domtblout.tab,Rhodosorus marinus CCMP 769,MMETSP0011,"Keeling et al., 2014",,
542,Rhodosorus_marinus,101924,rhodophyte,TSA,MMETSP,2014,MMETSP0315.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19171,MMETSP0315.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19171,MMETSP0315.pep.PFAM34.0.domtblout.tab,"Rhodosorus marinus, Strain UTEX LB 2760",MMETSP0315,"Keeling et al., 2014",,
543,Symbiodinium_kawagutii,104179,dinoflagellate,TSA,MMETSP,2014,MMETSP0132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,9350,MMETSP0132.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,9350,MMETSP0132.pep.PFAM34.0.domtblout.tab,"Symbiodinium kawagutii, Strain CCMP2468",MMETSP0132,"Keeling et al., 2014",,
544,Alexandrium_margalefi,109239,dinoflagellate,TSA,MMETSP,2014,MMETSP0661.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,171844,MMETSP0661.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,171844,MMETSP0661.pep.PFAM34.0.domtblout.tab,"Alexandrium margalefi, Strain AMGDE01CS-322",MMETSP0661,"Keeling et al., 2014",,
545,Vaucheria_litorea,109269,ochrophyte,TSA,MMETSP,2014,MMETSP0945.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17693,MMETSP0945.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17693,MMETSP0945.pep.PFAM34.0.domtblout.tab,"Vaucheria litorea, Strain CCMP2940",MMETSP0945,"Keeling et al., 2014",,
546,Vaucheria_litorea,109269,ochrophyte,TSA,MMETSP,2014,MMETSP0946.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16299,MMETSP0946.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16299,MMETSP0946.pep.PFAM34.0.domtblout.tab,"Vaucheria litorea, Strain CCMP2940",MMETSP0946,"Keeling et al., 2014",,
547,Pelagophyceae_sp_RCC1024,464228,ochrophyte,TSA,MMETSP,2014,MMETSP1329.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35811,MMETSP1329.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35811,MMETSP1329.pep.PFAM34.0.domtblout.tab,Genus nov. species nov. RCC1024,MMETSP1329,"Keeling et al., 2014",,
548,Phaeocystis_cordata,118079,haptophyte,TSA,MMETSP,2014,MMETSP1465.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,16787,MMETSP1465.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,16787,MMETSP1465.pep.PFAM34.0.domtblout.tab,"Phaeocystis cordata, Strain RCC1383",MMETSP1465,"Keeling et al., 2014",,
549,Exanthemachrysis_gayraliae,119497,haptophyte,TSA,MMETSP,2014,MMETSP1464.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32567,MMETSP1464.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32567,MMETSP1464.pep.PFAM34.0.domtblout.tab,"Exanthemachrysis gayraliae, Strain RCC1523",MMETSP1464,"Keeling et al., 2014",,
550,Chaetoceros_debilis,122233,diatom,TSA,MMETSP,2014,MMETSP0149.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22978,MMETSP0149.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22978,MMETSP0149.pep.PFAM34.0.domtblout.tab,"Chaetoceros debilis, Strain MM31A-1",MMETSP0149,"Keeling et al., 2014",,
551,Chaetoceros_debilis,122233,diatom,TSA,MMETSP,2014,MMETSP0150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25586,MMETSP0150.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25586,MMETSP0150.pep.PFAM34.0.domtblout.tab,"Chaetoceros debilis, Strain MM31A-1",MMETSP0150,"Keeling et al., 2014",,
552,Phaeomonas_parva,124430,ochrophyte,TSA,MMETSP,2014,MMETSP1163.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,52456,MMETSP1163.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,52456,MMETSP1163.pep.PFAM34.0.domtblout.tab,Phaeomonas parva CCMP2877,MMETSP1163,"Keeling et al., 2014",,
553,Sorites_sp,126664,rhizaria,TSA,MMETSP,2014,MMETSP0191.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,80508,MMETSP0191.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,80508,MMETSP0191.pep.PFAM34.0.domtblout.tab,Sorites sp.,MMETSP0191,"Keeling et al., 2014",,
554,Calcidiscus_leptoporus,127549,haptophyte,TSA,MMETSP,2014,MMETSP1334.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45163,MMETSP1334.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45163,MMETSP1334.pep.PFAM34.0.domtblout.tab,Calcidiscus leptoporus RCC1130,MMETSP1334,"Keeling et al., 2014",,
