ref_id,tax_id,source_filename,seq_type,n_seqs_raw,aa_fasta,n_seqs_aa,Pfam34_raw_file
247,2903,MMETSP1152.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63604,MMETSP1152.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63604,MMETSP1152.pep.PFAM34.0.domtblout.tab
248,2903,MMETSP1153.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62259,MMETSP1153.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,62259,MMETSP1153.pep.PFAM34.0.domtblout.tab
249,2903,MMETSP1154.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,61623,MMETSP1154.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,61623,MMETSP1154.pep.PFAM34.0.domtblout.tab
250,2903,MMETSP1155.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63067,MMETSP1155.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63067,MMETSP1155.pep.PFAM34.0.domtblout.tab
251,2903,MMETSP1156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60987,MMETSP1156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60987,MMETSP1156.pep.PFAM34.0.domtblout.tab
252,2903,MMETSP1157.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63211,MMETSP1157.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63211,MMETSP1157.pep.PFAM34.0.domtblout.tab
253,2916,MMETSP1074.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,118358,MMETSP1074.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,118358,MMETSP1074.pep.PFAM34.0.domtblout.tab
254,2916,MMETSP1075.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,121055,MMETSP1075.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,121055,MMETSP1075.pep.PFAM34.0.domtblout.tab
255,2923,MMETSP0225.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,409,MMETSP0225.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,409,MMETSP0225.pep.PFAM34.0.domtblout.tab
256,2925,MMETSP0790.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,112580,MMETSP0790.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,112580,MMETSP0790.pep.PFAM34.0.domtblout.tab
257,2926,MMETSP0378.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24216,MMETSP0378.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24216,MMETSP0378.pep.PFAM34.0.domtblout.tab
258,2926,MMETSP0382.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,132877,MMETSP0382.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,132877,MMETSP0382.pep.PFAM34.0.domtblout.tab
259,2926,MMETSP0384.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,167686,MMETSP0384.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,167686,MMETSP0384.pep.PFAM34.0.domtblout.tab
260,2932,MMETSP0196.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,4092,MMETSP0196.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,4092,MMETSP0196.pep.PFAM34.0.domtblout.tab
261,2932,MMETSP0347.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23525,MMETSP0347.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23525,MMETSP0347.pep.PFAM34.0.domtblout.tab
262,2945,MMETSP0251.trinity_out_2.3.2.Trinity.fasta.transdecoder.pep,aa,6657,MMETSP0251.trinity_out_2.3.2.Trinity.fasta.transdecoder.pep,6657,MMETSP0251.pep.PFAM34.0.domtblout.tab
263,2961,MMETSP0258.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,53453,MMETSP0258.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,53453,MMETSP0258.pep.PFAM34.0.domtblout.tab
264,2961,MMETSP0259.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,54435,MMETSP0259.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,54435,MMETSP0259.pep.PFAM34.0.domtblout.tab
265,2961,MMETSP0398.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,7843,MMETSP0398.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,7843,MMETSP0398.pep.PFAM34.0.domtblout.tab
266,2966,MMETSP0253.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,67220,MMETSP0253.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,67220,MMETSP0253.pep.PFAM34.0.domtblout.tab
267,2969,MMETSP0044.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,187,MMETSP0044.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,187,MMETSP0044.pep.PFAM34.0.domtblout.tab
268,2969,MMETSP0451.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,3291,MMETSP0451.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,3291,MMETSP0451.pep.PFAM34.0.domtblout.tab
269,2969,MMETSP0468.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,47293,MMETSP0468.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,47293,MMETSP0468.pep.PFAM34.0.domtblout.tab
270,2969,MMETSP0469.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,111496,MMETSP0469.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,111496,MMETSP0469.pep.PFAM34.0.domtblout.tab
271,2969,MMETSP0470.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49393,MMETSP0470.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49393,MMETSP0470.pep.PFAM34.0.domtblout.tab
272,2969,MMETSP0471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,49861,MMETSP0471.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,49861,MMETSP0471.pep.PFAM34.0.domtblout.tab
273,2969,MMETSP1424.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,39050,MMETSP1424.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,39050,MMETSP1424.pep.PFAM34.0.domtblout.tab
274,2969,MMETSP1425.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,43772,MMETSP1425.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,43772,MMETSP1425.pep.PFAM34.0.domtblout.tab
275,2969,MMETSP1426.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,90623,MMETSP1426.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,90623,MMETSP1426.pep.PFAM34.0.domtblout.tab
276,2972,MMETSP0229.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,151,MMETSP0229.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,151,MMETSP0229.pep.PFAM34.0.domtblout.tab
277,420557,MMETSP1177.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24992,MMETSP1177.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24992,MMETSP1177.pep.PFAM34.0.domtblout.tab
278,1616673,MMETSP1105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26334,MMETSP1105.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26334,MMETSP1105.pep.PFAM34.0.domtblout.tab
279,2003107,MMETSP1167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31110,MMETSP1167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31110,MMETSP1167.pep.PFAM34.0.domtblout.tab
280,3005,MMETSP0789.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,473,MMETSP0789.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,473,MMETSP0789.pep.PFAM34.0.domtblout.tab
281,3032,MMETSP1048.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36355,MMETSP1048.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36355,MMETSP1048.pep.PFAM34.0.domtblout.tab
282,3047,MMETSP1126.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,113,MMETSP1126.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,113,MMETSP1126.pep.PFAM34.0.domtblout.tab
283,3047,MMETSP1127.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28039,MMETSP1127.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28039,MMETSP1127.pep.PFAM34.0.domtblout.tab
284,3047,MMETSP1128.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26282,MMETSP1128.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26282,MMETSP1128.pep.PFAM34.0.domtblout.tab
285,413974,MMETSP1180.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,14899,MMETSP1180.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,14899,MMETSP1180.pep.PFAM34.0.domtblout.tab
286,3165,MMETSP0058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35316,MMETSP0058.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35316,MMETSP0058.pep.PFAM34.0.domtblout.tab
287,3165,MMETSP0817.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40683,MMETSP0817.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,40683,MMETSP0817.pep.PFAM34.0.domtblout.tab
288,3165,MMETSP0818.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41735,MMETSP0818.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41735,MMETSP0818.pep.PFAM34.0.domtblout.tab
289,3165,MMETSP0819.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41091,MMETSP0819.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41091,MMETSP0819.pep.PFAM34.0.domtblout.tab
290,3165,MMETSP0820.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41266,MMETSP0820.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41266,MMETSP0820.pep.PFAM34.0.domtblout.tab
291,876976,MMETSP0962.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,8820,MMETSP0962.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,8820,MMETSP0962.pep.PFAM34.0.domtblout.tab
292,876976,MMETSP0963.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18957,MMETSP0963.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18957,MMETSP0963.pep.PFAM34.0.domtblout.tab
293,876976,MMETSP0964.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,30310,MMETSP0964.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,30310,MMETSP0964.pep.PFAM34.0.domtblout.tab
294,876976,MMETSP0965.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26655,MMETSP0965.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26655,MMETSP0965.pep.PFAM34.0.domtblout.tab
295,5936,MMETSP1380.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29202,MMETSP1380.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29202,MMETSP1380.pep.PFAM34.0.domtblout.tab
296,5961,MMETSP1395.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26664,MMETSP1395.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26664,MMETSP1395.pep.PFAM34.0.domtblout.tab
297,13221,MMETSP1136.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41988,MMETSP1136.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41988,MMETSP1136.pep.PFAM34.0.domtblout.tab
298,13221,MMETSP1137.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23492,MMETSP1137.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23492,MMETSP1137.pep.PFAM34.0.domtblout.tab
299,13221,MMETSP1138.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31152,MMETSP1138.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31152,MMETSP1138.pep.PFAM34.0.domtblout.tab
300,43993,MMETSP1384.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,62143,MMETSP1384.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,62143,MMETSP1384.pep.PFAM34.0.domtblout.tab
301,29199,MMETSP0109.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36097,MMETSP0109.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36097,MMETSP0109.pep.PFAM34.0.domtblout.tab
302,29205,MMETSP1057.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,188,MMETSP1057.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,188,MMETSP1057.pep.PFAM34.0.domtblout.tab
303,1955572,MMETSP0114.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32000,MMETSP0114.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32000,MMETSP0114.pep.PFAM34.0.domtblout.tab
304,31354,MMETSP0312.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17896,MMETSP0312.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17896,MMETSP0312.pep.PFAM34.0.domtblout.tab
305,33640,MMETSP1394.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,25013,MMETSP1394.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,25013,MMETSP1394.pep.PFAM34.0.domtblout.tab
306,33640,MMETSP0705.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17235,MMETSP0705.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17235,MMETSP0705.pep.PFAM34.0.domtblout.tab
307,33640,MMETSP0706.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24756,MMETSP0706.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24756,MMETSP0706.pep.PFAM34.0.domtblout.tab
308,33640,MMETSP0707.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27787,MMETSP0707.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27787,MMETSP0707.pep.PFAM34.0.domtblout.tab
309,33640,MMETSP0708.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,18079,MMETSP0708.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,18079,MMETSP0708.pep.PFAM34.0.domtblout.tab
310,33640,MMETSP0713.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24519,MMETSP0713.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24519,MMETSP0713.pep.PFAM34.0.domtblout.tab
311,33649,MMETSP0156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29470,MMETSP0156.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29470,MMETSP0156.pep.PFAM34.0.domtblout.tab
312,33649,MMETSP0158.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29492,MMETSP0158.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29492,MMETSP0158.pep.PFAM34.0.domtblout.tab
313,33649,MMETSP0693.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,5369,MMETSP0693.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,5369,MMETSP0693.pep.PFAM34.0.domtblout.tab
314,1486930,MMETSP0115.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37341,MMETSP0115.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37341,MMETSP0115.pep.PFAM34.0.domtblout.tab
315,2621217,MMETSP1104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36562,MMETSP1104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36562,MMETSP1104.pep.PFAM34.0.domtblout.tab
316,33653,MMETSP0942.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36850,MMETSP0942.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36850,MMETSP0942.pep.PFAM34.0.domtblout.tab
317,1411682,MMETSP1162.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,36064,MMETSP1162.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,36064,MMETSP1162.pep.PFAM34.0.domtblout.tab
318,1631189,MMETSP1178.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19510,MMETSP1178.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19510,MMETSP1178.pep.PFAM34.0.domtblout.tab
319,33657,MMETSP1100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,74670,MMETSP1100.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,74670,MMETSP1100.pep.PFAM34.0.domtblout.tab
320,33657,MMETSP1444.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33956,MMETSP1444.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33956,MMETSP1444.pep.PFAM34.0.domtblout.tab
321,35107,MMETSP0018.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,1190,MMETSP0018.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,1190,MMETSP0018.pep.PFAM34.0.domtblout.tab
322,1891026,MMETSP1059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23610,MMETSP1059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23610,MMETSP1059.pep.PFAM34.0.domtblout.tab
323,1891026,MMETSP1071.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40520,MMETSP1071.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,40520,MMETSP1071.pep.PFAM34.0.domtblout.tab
324,35677,MMETSP1328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27950,MMETSP1328.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27950,MMETSP1328.pep.PFAM34.0.domtblout.tab
325,35677,MMETSP0886.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,24751,MMETSP0886.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,24751,MMETSP0886.pep.PFAM34.0.domtblout.tab
326,35677,MMETSP0887.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27554,MMETSP0887.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27554,MMETSP0887.pep.PFAM34.0.domtblout.tab
327,35677,MMETSP0888.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31222,MMETSP0888.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31222,MMETSP0888.pep.PFAM34.0.domtblout.tab
328,35677,MMETSP0889.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,27012,MMETSP0889.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,27012,MMETSP0889.pep.PFAM34.0.domtblout.tab
329,35679,MMETSP0882.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44084,MMETSP0882.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44084,MMETSP0882.pep.PFAM34.0.domtblout.tab
330,35679,MMETSP0883.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,40811,MMETSP0883.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,40811,MMETSP0883.pep.PFAM34.0.domtblout.tab
331,35679,MMETSP0884.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41903,MMETSP0884.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41903,MMETSP0884.pep.PFAM34.0.domtblout.tab
332,35679,MMETSP0885.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,44427,MMETSP0885.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,44427,MMETSP0885.pep.PFAM34.0.domtblout.tab
333,35684,MMETSP1068.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,59281,MMETSP1068.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,59281,MMETSP1068.pep.PFAM34.0.domtblout.tab
334,35684,MMETSP1097.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,11895,MMETSP1097.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,11895,MMETSP1097.pep.PFAM34.0.domtblout.tab
335,35687,MMETSP1174.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,45298,MMETSP1174.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,45298,MMETSP1174.pep.PFAM34.0.domtblout.tab
336,36767,MMETSP0205.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23697,MMETSP0205.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23697,MMETSP0205.pep.PFAM34.0.domtblout.tab
337,36767,MMETSP0206.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,17274,MMETSP0206.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,17274,MMETSP0206.pep.PFAM34.0.domtblout.tab
338,89770,MMETSP1103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,22357,MMETSP1103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,22357,MMETSP1103.pep.PFAM34.0.domtblout.tab
339,36770,MMETSP1107.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,21284,MMETSP1107.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,21284,MMETSP1107.pep.PFAM34.0.domtblout.tab
340,1411642,MMETSP1169.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31781,MMETSP1169.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31781,MMETSP1169.pep.PFAM34.0.domtblout.tab
341,1486889,MMETSP1081.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29270,MMETSP1081.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29270,MMETSP1081.pep.PFAM34.0.domtblout.tab
342,36894,MMETSP0059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,35059,MMETSP0059.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,35059,MMETSP0059.pep.PFAM34.0.domtblout.tab
343,36898,MMETSP1445.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,29121,MMETSP1445.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,29121,MMETSP1445.pep.PFAM34.0.domtblout.tab
344,40639,MMETSP1090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42228,MMETSP1090.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42228,MMETSP1090.pep.PFAM34.0.domtblout.tab
345,40639,MMETSP1388.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,63175,MMETSP1388.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,63175,MMETSP1388.pep.PFAM34.0.domtblout.tab
346,37099,MMETSP0595.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33127,MMETSP0595.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33127,MMETSP0595.pep.PFAM34.0.domtblout.tab
347,37099,MMETSP0943.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37974,MMETSP0943.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37974,MMETSP0943.pep.PFAM34.0.domtblout.tab
348,37099,MMETSP0944.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,37226,MMETSP0944.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,37226,MMETSP0944.pep.PFAM34.0.domtblout.tab
349,2202556,MMETSP1060.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,32212,MMETSP1060.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,32212,MMETSP1060.pep.PFAM34.0.domtblout.tab
350,1001703,MMETSP1061.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,33990,MMETSP1061.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,33990,MMETSP1061.pep.PFAM34.0.domtblout.tab
351,2695917,MMETSP0190.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,55485,MMETSP0190.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,55485,MMETSP0190.pep.PFAM34.0.domtblout.tab
352,37642,MMETSP0103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,34676,MMETSP0103.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,34676,MMETSP0103.pep.PFAM34.0.domtblout.tab
353,37642,MMETSP0104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26988,MMETSP0104.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26988,MMETSP0104.pep.PFAM34.0.domtblout.tab
354,38269,MMETSP0308.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,31871,MMETSP0308.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,31871,MMETSP0308.pep.PFAM34.0.domtblout.tab
355,38269,MMETSP1089.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,41077,MMETSP1089.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,41077,MMETSP1089.pep.PFAM34.0.domtblout.tab
356,2801,MMETSP0167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,26464,MMETSP0167.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,26464,MMETSP0167.pep.PFAM34.0.domtblout.tab
357,2801,MMETSP0314.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,23969,MMETSP0314.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,23969,MMETSP0314.pep.PFAM34.0.domtblout.tab
358,38817,MMETSP1363.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,56465,MMETSP1363.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,56465,MMETSP1363.pep.PFAM34.0.domtblout.tab
359,38817,MMETSP1364.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,53969,MMETSP1364.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,53969,MMETSP1364.pep.PFAM34.0.domtblout.tab
360,38817,MMETSP1365.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,60491,MMETSP1365.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,60491,MMETSP1365.pep.PFAM34.0.domtblout.tab
361,38817,MMETSP1366.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,64591,MMETSP1366.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,64591,MMETSP1366.pep.PFAM34.0.domtblout.tab
362,38822,MMETSP0101.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,42231,MMETSP0101.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,42231,MMETSP0101.pep.PFAM34.0.domtblout.tab
363,38822,MMETSP0102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,28840,MMETSP0102.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,28840,MMETSP0102.pep.PFAM34.0.domtblout.tab
364,1442574,MMETSP0802.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,19909,MMETSP0802.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,19909,MMETSP0802.pep.PFAM34.0.domtblout.tab
365,38833,MMETSP1327.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,aa,20528,MMETSP1327.trinity_out_2.2.0.Trinity.fasta.transdecoder.pep,20528,MMETSP1327.pep.PFAM34.0.domtblout.tab
